City,Criteria ID,State,DMA Region,DMA Region Code
Mount Ida,1013296,Arkansas,"Little Rock-Pine Bluff, AR",693
Mount Pleasant,1013297,Arkansas,"Little Rock-Pine Bluff, AR",693
Mount Vernon,1013298,Arkansas,"Little Rock-Pine Bluff, AR",693
Mountain Home,1013299,Arkansas,"Springfield, MO",619
Mountain View,1013300,Arkansas,"Little Rock-Pine Bluff, AR",693
Mountainburg,1013301,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Nashville,1013302,Arkansas,"Shreveport, LA",612
Newark,1013303,Arkansas,"Little Rock-Pine Bluff, AR",693
Newport,1013304,Arkansas,"Little Rock-Pine Bluff, AR",693
Norfork,1013305,Arkansas,"Springfield, MO",619
Norman,1013306,Arkansas,"Little Rock-Pine Bluff, AR",693
North Little Rock,1013307,Arkansas,"Little Rock-Pine Bluff, AR",693
Osceola,1013308,Arkansas,"Memphis, TN",640
Ozark,1013309,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Palestine,1013310,Arkansas,"Memphis, TN",640
Paragould,1013311,Arkansas,"Jonesboro, AR",734
Paris,1013312,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Pea Ridge,1013313,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Pearcy,1013314,Arkansas,"Little Rock-Pine Bluff, AR",693
Piggott,1013315,Arkansas,"Jonesboro, AR",734
Pine Bluff,1013316,Arkansas,"Little Rock-Pine Bluff, AR",693
Plainview,1013317,Arkansas,"Little Rock-Pine Bluff, AR",693
Plumerville,1013318,Arkansas,"Little Rock-Pine Bluff, AR",693
Pocahontas,1013319,Arkansas,"Jonesboro, AR",734
Poplar Grove,1013320,Arkansas,"Memphis, TN",640
Pottsville,1013321,Arkansas,"Little Rock-Pine Bluff, AR",693
Prairie Grove,1013322,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Prescott,1013323,Arkansas,"Little Rock-Pine Bluff, AR",693
Quitman,1013324,Arkansas,"Little Rock-Pine Bluff, AR",693
Rector,1013325,Arkansas,"Jonesboro, AR",734
Rison,1013326,Arkansas,"Little Rock-Pine Bluff, AR",693
Rogers,1013327,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Romance,1013328,Arkansas,"Little Rock-Pine Bluff, AR",693
Rosston,1013329,Arkansas,"Little Rock-Pine Bluff, AR",693
Russellville,1013330,Arkansas,"Little Rock-Pine Bluff, AR",693
Salem,1013331,Arkansas,"Springfield, MO",619
Scotland,1013333,Arkansas,"Little Rock-Pine Bluff, AR",693
Searcy,1013334,Arkansas,"Little Rock-Pine Bluff, AR",693
Sheridan,1013335,Arkansas,"Little Rock-Pine Bluff, AR",693
Sherwood,1013336,Arkansas,"Little Rock-Pine Bluff, AR",693
Siloam Springs,1013337,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Smackover,1013338,Arkansas,"Monroe, LA-El Dorado, AR",628
Springdale,1013339,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Stamps,1013340,Arkansas,"Shreveport, LA",612
Star City,1013341,Arkansas,"Little Rock-Pine Bluff, AR",693
Stuttgart,1013343,Arkansas,"Little Rock-Pine Bluff, AR",693
Subiaco,1013344,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Sulphur Rock,1013345,Arkansas,"Little Rock-Pine Bluff, AR",693
Swifton,1013346,Arkansas,"Little Rock-Pine Bluff, AR",693
Texarkana,1013347,Arkansas,"Shreveport, LA",612
Timbo,1013348,Arkansas,"Little Rock-Pine Bluff, AR",693
Tontitown,1013349,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Trumann,1013350,Arkansas,"Memphis, TN",640
Valley Springs,1013351,Arkansas,"Springfield, MO",619
Van Buren,1013352,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Vilonia,1013353,Arkansas,"Little Rock-Pine Bluff, AR",693
Waldo,1013354,Arkansas,"Shreveport, LA",612
Waldron,1013355,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Walnut Ridge,1013356,Arkansas,"Jonesboro, AR",734
Ward,1013357,Arkansas,"Little Rock-Pine Bluff, AR",693
Warren,1013358,Arkansas,"Little Rock-Pine Bluff, AR",693
Washington,1013359,Arkansas,"Shreveport, LA",612
Weiner,1013360,Arkansas,"Memphis, TN",640
West Fork,1013361,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
West Memphis,1013363,Arkansas,"Memphis, TN",640
White Hall,1013364,Arkansas,"Little Rock-Pine Bluff, AR",693
Winslow,1013365,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Wiseman,1013366,Arkansas,"Little Rock-Pine Bluff, AR",693
Wrightsville,1013367,Arkansas,"Little Rock-Pine Bluff, AR",693
Wynne,1013368,Arkansas,"Memphis, TN",640
Yellville,1013369,Arkansas,"Springfield, MO",619
Blue Eye,1020202,Arkansas,"Springfield, MO",619
Hampton,9052090,Arkansas,"Little Rock-Pine Bluff, AR",693
Hatfield,9052112,Arkansas,"Little Rock-Pine Bluff, AR",693
Helena-West Helena,9052118,Arkansas,"Memphis, TN",640
Hot Springs,9052164,Arkansas,"Little Rock-Pine Bluff, AR",693
Lincoln,9052322,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
Ajo,1013370,Arizona,"Tucson (Sierra Vista), AZ",789
Alpine,1013371,Arizona,"Phoenix, AZ",753
Amado,1013372,Arizona,"Tucson (Sierra Vista), AZ",789
Apache Junction,1013373,Arizona,"Phoenix, AZ",753
Arizona City,1013374,Arizona,"Phoenix, AZ",753
Ash Fork,1013375,Arizona,"Phoenix, AZ",753
Avondale,1013376,Arizona,"Phoenix, AZ",753
Benson,1013377,Arizona,"Tucson (Sierra Vista), AZ",789
Bisbee,1013378,Arizona,"Tucson (Sierra Vista), AZ",789
Buckeye,1013379,Arizona,"Phoenix, AZ",753
Bullhead City,1013380,Arizona,"Phoenix, AZ",753
Camp Verde,1013381,Arizona,"Phoenix, AZ",753
Carefree,1013382,Arizona,"Phoenix, AZ",753
Casa Grande,1013383,Arizona,"Phoenix, AZ",753
Catalina,1013384,Arizona,"Tucson (Sierra Vista), AZ",789
Cave Creek,1013385,Arizona,"Phoenix, AZ",753
Central,1013386,Arizona,"Phoenix, AZ",753
Chandler,1013387,Arizona,"Phoenix, AZ",753
Chinle,1013388,Arizona,"Albuquerque-Santa Fe, NM",790
Chino Valley,1013389,Arizona,"Phoenix, AZ",753
Clarkdale,1013390,Arizona,"Phoenix, AZ",753
Clifton,1013391,Arizona,"Phoenix, AZ",753
Cochise,1013392,Arizona,"Tucson (Sierra Vista), AZ",789
Colorado City,1013393,Arizona,"Phoenix, AZ",753
Congress,1013394,Arizona,"Phoenix, AZ",753
Coolidge,1013395,Arizona,"Phoenix, AZ",753
Cortaro,1013396,Arizona,"Tucson (Sierra Vista), AZ",789
Cottonwood,1013397,Arizona,"Phoenix, AZ",753
Dateland,1013398,Arizona,"Yuma, AZ-El Centro, CA",771
Douglas,1013400,Arizona,"Tucson (Sierra Vista), AZ",789
Duncan,1013401,Arizona,"Phoenix, AZ",753
Ehrenberg,1013402,Arizona,"Phoenix, AZ",753
El Mirage,1013403,Arizona,"Phoenix, AZ",753
Elgin,1013404,Arizona,"Tucson (Sierra Vista), AZ",789
Eloy,1013405,Arizona,"Phoenix, AZ",753
Flagstaff,1013406,Arizona,"Phoenix, AZ",753
Florence,1013407,Arizona,"Phoenix, AZ",753
Fountain Hills,1013408,Arizona,"Phoenix, AZ",753
Fredonia,1013409,Arizona,"Phoenix, AZ",753
Fort Defiance,1013410,Arizona,"Albuquerque-Santa Fe, NM",790
Fort Huachuca,1013411,Arizona,"Tucson (Sierra Vista), AZ",789
Fort Mohave,1013412,Arizona,"Phoenix, AZ",753
Fort Thomas,1013413,Arizona,"Phoenix, AZ",753
Ganado,1013414,Arizona,"Albuquerque-Santa Fe, NM",790
Gila Bend,1013415,Arizona,"Phoenix, AZ",753
Gilbert,1013416,Arizona,"Phoenix, AZ",753
Glendale,1013417,Arizona,"Phoenix, AZ",753
Globe,1013418,Arizona,"Phoenix, AZ",753
Goodyear,1013419,Arizona,"Phoenix, AZ",753
Grand Canyon National Park,1013420,Arizona,"Phoenix, AZ",753
Green Valley,1013421,Arizona,"Tucson (Sierra Vista), AZ",789
Hayden,1013422,Arizona,"Phoenix, AZ",753
Holbrook,1013425,Arizona,"Phoenix, AZ",753
Hotevilla-Bacavi,1013426,Arizona,"Phoenix, AZ",753
Joseph City,1013427,Arizona,"Phoenix, AZ",753
Kayenta,1013428,Arizona,"Phoenix, AZ",753
Keams Canyon,1013429,Arizona,"Phoenix, AZ",753
Kearny,1013430,Arizona,"Phoenix, AZ",753
Kingman,1013431,Arizona,"Phoenix, AZ",753
Kykotsmovi Village,1013432,Arizona,"Phoenix, AZ",753
Lake Havasu City,1013433,Arizona,"Phoenix, AZ",753
Lake Montezuma,1013434,Arizona,"Phoenix, AZ",753
Litchfield Park,1013437,Arizona,"Phoenix, AZ",753
Littlefield,1013438,Arizona,"Phoenix, AZ",753
Luke AFB,1013439,Arizona,"Phoenix, AZ",753
Mammoth,1013440,Arizona,"Phoenix, AZ",753
Many Farms,1013441,Arizona,"Albuquerque-Santa Fe, NM",790
Marana,1013442,Arizona,"Tucson (Sierra Vista), AZ",789
Maricopa,1013443,Arizona,"Phoenix, AZ",753
Mayer,1013444,Arizona,"Phoenix, AZ",753
Mesa,1013445,Arizona,"Phoenix, AZ",753
Miami,1013446,Arizona,"Phoenix, AZ",753
Mohave Valley,1013448,Arizona,"Phoenix, AZ",753
Morenci,1013449,Arizona,"Phoenix, AZ",753
Morristown,1013450,Arizona,"Phoenix, AZ",753
Naco,1013451,Arizona,"Tucson (Sierra Vista), AZ",789
New River,1013452,Arizona,"Phoenix, AZ",753
Nogales,1013453,Arizona,"Tucson (Sierra Vista), AZ",789
Oracle,1013454,Arizona,"Phoenix, AZ",753
Page,1013455,Arizona,"Phoenix, AZ",753
Palo Verde,1013456,Arizona,"Phoenix, AZ",753
Paradise Valley,1013457,Arizona,"Phoenix, AZ",753
Parker,1013458,Arizona,"Phoenix, AZ",753
Parks,1013459,Arizona,"Phoenix, AZ",753
Payson,1013460,Arizona,"Phoenix, AZ",753
Peoria,1013461,Arizona,"Phoenix, AZ",753
Phoenix,1013462,Arizona,"Phoenix, AZ",753
Pima,1013463,Arizona,"Phoenix, AZ",753
Poston,1013465,Arizona,"Phoenix, AZ",753
Prescott,1013466,Arizona,"Phoenix, AZ",753
Prescott Valley,1013467,Arizona,"Phoenix, AZ",753
Quartzsite,1013468,Arizona,"Phoenix, AZ",753
Queen Creek,1013469,Arizona,"Phoenix, AZ",753
Red Rock,1013470,Arizona,"Phoenix, AZ",753
Rio Rico,1013471,Arizona,"Tucson (Sierra Vista), AZ",789
Rio Verde,1013472,Arizona,"Phoenix, AZ",753
Sacaton,1013473,Arizona,"Phoenix, AZ",753
Safford,1013474,Arizona,"Phoenix, AZ",753
Sahuarita,1013475,Arizona,"Tucson (Sierra Vista), AZ",789
Salome,1013476,Arizona,"Phoenix, AZ",753
San Carlos,1013477,Arizona,"Phoenix, AZ",753
San Luis,1013478,Arizona,"Yuma, AZ-El Centro, CA",771
San Manuel,1013479,Arizona,"Phoenix, AZ",753
San Simon,1013480,Arizona,"Tucson (Sierra Vista), AZ",789
Sanders,1013481,Arizona,"Albuquerque-Santa Fe, NM",790
Scottsdale,1013482,Arizona,"Phoenix, AZ",753
Sedona,1013483,Arizona,"Phoenix, AZ",753
Seligman,1013484,Arizona,"Phoenix, AZ",753
Sells,1013485,Arizona,"Tucson (Sierra Vista), AZ",789
Show Low,1013486,Arizona,"Phoenix, AZ",753
Sierra Vista,1013487,Arizona,"Tucson (Sierra Vista), AZ",789
Skull Valley,1013488,Arizona,"Phoenix, AZ",753
Snowflake,1013489,Arizona,"Phoenix, AZ",753
Solomon,1013490,Arizona,"Phoenix, AZ",753
Somerton,1013491,Arizona,"Yuma, AZ-El Centro, CA",771
Springerville,1013492,Arizona,"Phoenix, AZ",753
Saint David,1013493,Arizona,"Tucson (Sierra Vista), AZ",789
Saint Johns,1013494,Arizona,"Phoenix, AZ",753
Saint Michaels,1013495,Arizona,"Albuquerque-Santa Fe, NM",790
Stanfield,1013496,Arizona,"Phoenix, AZ",753
Sun City,1013497,Arizona,"Phoenix, AZ",753
Sun City West,1013498,Arizona,"Phoenix, AZ",753
Superior,1013499,Arizona,"Phoenix, AZ",753
Surprise,1013500,Arizona,"Phoenix, AZ",753
Teec Nos Pos,1013501,Arizona,"Albuquerque-Santa Fe, NM",790
Tempe,1013502,Arizona,"Phoenix, AZ",753
Thatcher,1013503,Arizona,"Phoenix, AZ",753
Tolleson,1013504,Arizona,"Phoenix, AZ",753
Tombstone,1013505,Arizona,"Tucson (Sierra Vista), AZ",789
Tonopah,1013506,Arizona,"Phoenix, AZ",753
Topawa,1013507,Arizona,"Tucson (Sierra Vista), AZ",789
Tuba City,1013508,Arizona,"Phoenix, AZ",753
Tucson,1013509,Arizona,"Tucson (Sierra Vista), AZ",789
Vail,1013510,Arizona,"Tucson (Sierra Vista), AZ",789
Waddell,1013511,Arizona,"Phoenix, AZ",753
Wellton,1013512,Arizona,"Yuma, AZ-El Centro, CA",771
Whiteriver,1013513,Arizona,"Phoenix, AZ",753
Wickenburg,1013514,Arizona,"Phoenix, AZ",753
Wikieup,1013515,Arizona,"Phoenix, AZ",753
Willcox,1013516,Arizona,"Tucson (Sierra Vista), AZ",789
Williams,1013517,Arizona,"Phoenix, AZ",753
Window Rock,1013518,Arizona,"Albuquerque-Santa Fe, NM",790
Winkelman,1013519,Arizona,"Phoenix, AZ",753
Winslow,1013520,Arizona,"Phoenix, AZ",753
Wittmann,1013521,Arizona,"Phoenix, AZ",753
Youngtown,1013522,Arizona,"Phoenix, AZ",753
Yuma,1013523,Arizona,"Yuma, AZ-El Centro, CA",771
Casas Adobes,9051700,Arizona,"Tucson (Sierra Vista), AZ",789
Catalina Foothills,9051703,Arizona,"Tucson (Sierra Vista), AZ",789
Corona de Tucson,9051774,Arizona,"Tucson (Sierra Vista), AZ",789
Drexel Heights,9051843,Arizona,"Tucson (Sierra Vista), AZ",789
Fortuna Foothills,9051976,Arizona,"Yuma, AZ-El Centro, CA",771
Gold Canyon,9052034,Arizona,"Phoenix, AZ",753
Grand Canyon Village,9052044,Arizona,"Phoenix, AZ",753
Oro Valley,9052608,Arizona,"Tucson (Sierra Vista), AZ",789
Pinetop-Lakeside,9052675,Arizona,"Phoenix, AZ",753
San Tan Valley,9052798,Arizona,"Phoenix, AZ",753
Sun Lakes,9052939,Arizona,"Phoenix, AZ",753
Tanque Verde,9052959,Arizona,"Tucson (Sierra Vista), AZ",789
Tusayan,9053014,Arizona,"Phoenix, AZ",753
Valencia West,9053038,Arizona,"Tucson (Sierra Vista), AZ",789
Village of Oak Creek,9053053,Arizona,"Phoenix, AZ",753
Acton,1013524,California,"Los Angeles, CA",803
Adelanto,1013525,California,"Los Angeles, CA",803
Agoura Hills,1013526,California,"Los Angeles, CA",803
Alameda,1013527,California,"San Francisco-Oakland-San Jose, CA",807
Alamo,1013528,California,"San Francisco-Oakland-San Jose, CA",807
Albany,1013529,California,"San Francisco-Oakland-San Jose, CA",807
Albion,1013530,California,"San Francisco-Oakland-San Jose, CA",807
Alhambra,1013531,California,"Los Angeles, CA",803
Aliso Viejo,1013532,California,"Los Angeles, CA",803
Alleghany,1013533,California,"Sacramento-Stockton-Modesto, CA",862
Alpaugh,1013534,California,"Fresno-Visalia, CA",866
Alpine,1013535,California,"San Diego, CA",825
Alta,1013536,California,"Sacramento-Stockton-Modesto, CA",862
Altadena,1013537,California,"Los Angeles, CA",803
Alturas,1013539,California,"Chico-Redding, CA",868
American Canyon,1013541,California,"San Francisco-Oakland-San Jose, CA",807
Anaheim,1013542,California,"Los Angeles, CA",803
Anderson,1013543,California,"Chico-Redding, CA",868
Angels Camp,1013544,California,"Sacramento-Stockton-Modesto, CA",862
Angwin,1013545,California,"San Francisco-Oakland-San Jose, CA",807
Annapolis,1013546,California,"San Francisco-Oakland-San Jose, CA",807
Antelope,1013547,California,"Sacramento-Stockton-Modesto, CA",862
Antioch,1013548,California,"San Francisco-Oakland-San Jose, CA",807
Apple Valley,1013549,California,"Los Angeles, CA",803
Aptos,1013550,California,"Monterey-Salinas, CA",828
Arbuckle,1013551,California,"Sacramento-Stockton-Modesto, CA",862
Arcadia,1013552,California,"Los Angeles, CA",803
Arcata,1013553,California,"Eureka, CA",802
Arnold,1013554,California,"Sacramento-Stockton-Modesto, CA",862
Aromas,1013555,California,"Monterey-Salinas, CA",828
Arroyo Grande,1013556,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Artesia,1013557,California,"Los Angeles, CA",803
Arvin,1013558,California,"Bakersfield, CA",800
Atascadero,1013559,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Atherton,1013560,California,"San Francisco-Oakland-San Jose, CA",807
Atwater,1013561,California,"Fresno-Visalia, CA",866
Auberry,1013562,California,"Fresno-Visalia, CA",866
Auburn,1013563,California,"Sacramento-Stockton-Modesto, CA",862
Avalon,1013564,California,"Los Angeles, CA",803
Avenal,1013565,California,"Fresno-Visalia, CA",866
Avila Beach,1013566,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Azusa,1013567,California,"Los Angeles, CA",803
Badger,1013568,California,"Fresno-Visalia, CA",866
Baker,1013569,California,"Los Angeles, CA",803
Bakersfield,1013570,California,"Bakersfield, CA",800
Baldwin Park,1013571,California,"Los Angeles, CA",803
Bangor,1013572,California,"Chico-Redding, CA",868
Banning,1013573,California,"Los Angeles, CA",803
Barstow,1013574,California,"Los Angeles, CA",803
Beale Air Force Base,1013575,California,"Sacramento-Stockton-Modesto, CA",862
Beaumont,1013576,California,"Los Angeles, CA",803
Bell,1013577,California,"Los Angeles, CA",803
Bell Gardens,1013578,California,"Los Angeles, CA",803
Bella Vista,1013579,California,"Chico-Redding, CA",868
Bellflower,1013580,California,"Los Angeles, CA",803
Belmont,1013581,California,"San Francisco-Oakland-San Jose, CA",807
Belvedere Tiburon,1013582,California,"San Francisco-Oakland-San Jose, CA",807
Ben Lomond,1013583,California,"Monterey-Salinas, CA",828
Benicia,1013584,California,"San Francisco-Oakland-San Jose, CA",807
Berkeley,1013585,California,"San Francisco-Oakland-San Jose, CA",807
Bethel Island,1013586,California,"San Francisco-Oakland-San Jose, CA",807
Beverly Hills,1013587,California,"Los Angeles, CA",803
Big Bear,1013588,California,"Los Angeles, CA",803
Big Bear Lake,1013589,California,"Los Angeles, CA",803
Big Bend,1013590,California,"Chico-Redding, CA",868
Big Creek,1013591,California,"Fresno-Visalia, CA",866
Groveland-Big Oak Flat,1013592,California,"Sacramento-Stockton-Modesto, CA",862
Big Pine,1013593,California,"Los Angeles, CA",803
Big Sur,1013594,California,"Monterey-Salinas, CA",828
Biggs,1013595,California,"Chico-Redding, CA",868
Bishop,1013596,California,"Los Angeles, CA",803
Bloomington,1013598,California,"Los Angeles, CA",803
Blue Jay,1013599,California,"Los Angeles, CA",803
Blue Lake,1013600,California,"Eureka, CA",802
Blythe,1013601,California,"Los Angeles, CA",803
Bodega Bay,1013602,California,"San Francisco-Oakland-San Jose, CA",807
Bolinas,1013603,California,"San Francisco-Oakland-San Jose, CA",807
Bonsall,1013605,California,"San Diego, CA",825
Boonville,1013606,California,"San Francisco-Oakland-San Jose, CA",807
Boron,1013607,California,"Los Angeles, CA",803
Borrego Springs,1013608,California,"San Diego, CA",825
Boulder Creek,1013609,California,"Monterey-Salinas, CA",828
Boyes Hot Springs,1013610,California,"San Francisco-Oakland-San Jose, CA",807
Bradley,1013611,California,"Monterey-Salinas, CA",828
Brawley,1013612,California,"Yuma, AZ-El Centro, CA",771
Brea,1013613,California,"Los Angeles, CA",803
Brentwood,1013614,California,"San Francisco-Oakland-San Jose, CA",807
Bridgeport,1013615,California,"Reno, NV",811
Brisbane,1013617,California,"San Francisco-Oakland-San Jose, CA",807
Brookdale,1013618,California,"Monterey-Salinas, CA",828
Buellton,1013620,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Buena Park,1013621,California,"Los Angeles, CA",803
Burbank,1013622,California,"Los Angeles, CA",803
Burlingame,1013623,California,"San Francisco-Oakland-San Jose, CA",807
Burney,1013624,California,"Chico-Redding, CA",868
Burrel,1013625,California,"Fresno-Visalia, CA",866
Butte City,1013626,California,"Chico-Redding, CA",868
Buttonwillow,1013627,California,"Bakersfield, CA",800
Byron,1013628,California,"San Francisco-Oakland-San Jose, CA",807
Cabazon,1013629,California,"Los Angeles, CA",803
Calabasas,1013630,California,"Los Angeles, CA",803
Calexico,1013631,California,"Yuma, AZ-El Centro, CA",771
California City,1013632,California,"Los Angeles, CA",803
California Hot Springs,1013633,California,"Fresno-Visalia, CA",866
Calimesa,1013634,California,"Los Angeles, CA",803
Calipatria,1013635,California,"Yuma, AZ-El Centro, CA",771
Calistoga,1013636,California,"San Francisco-Oakland-San Jose, CA",807
Calpella,1013637,California,"San Francisco-Oakland-San Jose, CA",807
Camarillo,1013638,California,"Los Angeles, CA",803
Cambria,1013639,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Camino,1013640,California,"Sacramento-Stockton-Modesto, CA",862
Camp Pendleton North,1013641,California,"San Diego, CA",825
Campbell,1013642,California,"San Francisco-Oakland-San Jose, CA",807
Campo,1013643,California,"San Diego, CA",825
Camptonville,1013644,California,"Sacramento-Stockton-Modesto, CA",862
Canyon,1013646,California,"San Francisco-Oakland-San Jose, CA",807
Capitola,1013649,California,"Monterey-Salinas, CA",828
Carlsbad,1013651,California,"San Diego, CA",825
Carmel,1013652,California,"Monterey-Salinas, CA",828
Carmel Valley,1013653,California,"Monterey-Salinas, CA",828
Carmichael,1013654,California,"Sacramento-Stockton-Modesto, CA",862
Carpinteria,1013655,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Carson,1013656,California,"Los Angeles, CA",803
Caruthers,1013657,California,"Fresno-Visalia, CA",866
Castaic,1013658,California,"Los Angeles, CA",803
Castro Valley,1013659,California,"San Francisco-Oakland-San Jose, CA",807
Castroville,1013660,California,"Monterey-Salinas, CA",828
Cathedral City,1013661,California,"Palm Springs, CA",804
Cayucos,1013662,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
Cazadero,1013663,California,"San Francisco-Oakland-San Jose, CA",807
Ceres,1013665,California,"Sacramento-Stockton-Modesto, CA",862
Cerritos,1013666,California,"Los Angeles, CA",803
Chester,1013669,California,"Sacramento-Stockton-Modesto, CA",862
Chicago Park,1013670,California,"Sacramento-Stockton-Modesto, CA",862
Chico,1013671,California,"Chico-Redding, CA",868
Chinese Camp,1013672,California,"Sacramento-Stockton-Modesto, CA",862
Chino,1013673,California,"Los Angeles, CA",803
Chino Hills,1013674,California,"Los Angeles, CA",803
Chowchilla,1013675,California,"Fresno-Visalia, CA",866
Chualar,1013676,California,"Monterey-Salinas, CA",828
Chula Vista,1013677,California,"San Diego, CA",825
Citrus Heights,1013678,California,"Sacramento-Stockton-Modesto, CA",862
City of Industry,1013679,California,"Los Angeles, CA",803
Claremont,1013680,California,"Los Angeles, CA",803
Clayton,1013681,California,"San Francisco-Oakland-San Jose, CA",807
Clearlake,1013682,California,"San Francisco-Oakland-San Jose, CA",807
Clearlake Oaks,1013683,California,"San Francisco-Oakland-San Jose, CA",807
Clements,1013684,California,"Sacramento-Stockton-Modesto, CA",862
Cloverdale,1013685,California,"San Francisco-Oakland-San Jose, CA",807
Clovis,1013686,California,"Fresno-Visalia, CA",866
Coachella,1013687,California,"Palm Springs, CA",804
